Polygon ID,Bucket,Type,Visitor Count,Visitor Percentage,Visit Count,Visit Percentage
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",85255,Top CEL Postal1,39,1.38%,54,1.54%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",85383,Top CEL Postal1,39,1.38%,44,1.25%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",,Top CEL Postal1,38,1.35%,40,1.14%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",85254,Top CEL Postal1,36,1.28%,42,1.20%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",85258,Top CEL Postal1,34,1.21%,40,1.14%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",85050,Top CEL Postal1,32,1.14%,32,0.91%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",85286,Top CEL Postal1,32,1.14%,43,1.22%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",85257,Top CEL Postal1,31,1.10%,41,1.17%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",85253,Top CEL Postal1,30,1.07%,37,1.05%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",85259,Top CEL Postal1,29,1.03%,37,1.05%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",85213,Top CEL Postal1,26,0.92%,48,1.37%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",85295,Top CEL Postal1,24,0.85%,28,0.80%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",85296,Top CEL Postal1,23,0.82%,25,0.71%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",85281,Top CDL Postal1,133,4.72%,167,4.75%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",85251,Top CDL Postal1,99,3.52%,290,8.25%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",85018,Top CDL Postal1,67,2.38%,111,3.16%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",85017,Top CDL Postal1,59,2.10%,70,1.99%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",85260,Top CDL Postal1,52,1.85%,61,1.74%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",85008,Top CDL Postal1,50,1.78%,59,1.68%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",85255,Top CDL Postal1,40,1.42%,55,1.57%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",85032,Top CDL Postal1,39,1.38%,47,1.34%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",85254,Top CDL Postal1,39,1.38%,42,1.20%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",85383,Top CDL Postal1,38,1.35%,43,1.22%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",,Top CDL Postal1,35,1.24%,37,1.05%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",85286,Top CDL Postal1,34,1.21%,44,1.25%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",85258,Top CDL Postal1,33,1.17%,38,1.08%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",85257,Top CDL Postal1,32,1.14%,42,1.20%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",85253,Top CDL Postal1,31,1.10%,35,1.00%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",85016,Top CDL Postal1,30,1.07%,38,1.08%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",85259,Top CDL Postal1,29,1.03%,36,1.02%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",85250,Top CDL Postal1,29,1.03%,30,0.85%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",85050,Top CDL Postal1,27,0.96%,27,0.77%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",85308,Top CDL Postal1,25,0.89%,29,0.83%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","Phoenix, AZ",Top CEL Municipality,2061,73.19%,2674,76.10%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","Tucson (Sierra Vista), AZ",Top CEL Municipality,99,3.52%,103,2.93%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","Los Angeles, CA",Top CEL Municipality,43,1.53%,48,1.37%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","Chicago, IL",Top CEL Municipality,36,1.28%,46,1.31%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","El Paso, TX",Top CEL Municipality,22,0.78%,23,0.65%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","Albuquerque-Santa Fe, NM",Top CEL Municipality,20,0.71%,32,0.91%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","Seattle-Tacoma, WA",Top CEL Municipality,20,0.71%,20,0.57%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","Kansas City, MO",Top CEL Municipality,17,0.60%,18,0.51%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","Denver, CO",Top CEL Municipality,16,0.57%,16,0.46%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","Portland, OR",Top CEL Municipality,15,0.53%,15,0.43%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","Dallas-Ft. Worth, TX",Top CEL Municipality,15,0.53%,18,0.51%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","San Francisco-Oakland-San Jose, CA",Top CEL Municipality,15,0.53%,15,0.43%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","San Diego, CA",Top CEL Municipality,14,0.50%,14,0.40%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","Sacramento-Stockton-Modesto, CA",Top CEL Municipality,13,0.46%,13,0.37%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","New York, NY",Top CEL Municipality,13,0.46%,14,0.40%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","Oklahoma City, OK",Top CEL Municipality,13,0.46%,17,0.48%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","Boise, ID",Top CEL Municipality,12,0.43%,12,0.34%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","Salt Lake City, UT",Top CEL Municipality,12,0.43%,12,0.34%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","Minneapolis-St. Paul, MN",Top CEL Municipality,11,0.39%,11,0.31%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","Fargo-Valley City, ND",Top CEL Municipality,10,0.36%,10,0.28%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","Phoenix, AZ",Top CDL Municipality,2126,75.50%,2744,78.09%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","Tucson (Sierra Vista), AZ",Top CDL Municipality,99,3.52%,103,2.93%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","Los Angeles, CA",Top CDL Municipality,39,1.38%,44,1.25%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","Chicago, IL",Top CDL Municipality,35,1.24%,35,1.00%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","El Paso, TX",Top CDL Municipality,23,0.82%,24,0.68%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","Albuquerque-Santa Fe, NM",Top CDL Municipality,21,0.75%,33,0.94%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","Seattle-Tacoma, WA",Top CDL Municipality,18,0.64%,18,0.51%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","Dallas-Ft. Worth, TX",Top CDL Municipality,18,0.64%,21,0.60%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","Kansas City, MO",Top CDL Municipality,17,0.60%,18,0.51%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","Portland, OR",Top CDL Municipality,16,0.57%,16,0.46%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","San Diego, CA",Top CDL Municipality,16,0.57%,16,0.46%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","Denver, CO",Top CDL Municipality,15,0.53%,15,0.43%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","San Francisco-Oakland-San Jose, CA",Top CDL Municipality,15,0.53%,15,0.43%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","New York, NY",Top CDL Municipality,14,0.50%,15,0.43%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","Sacramento-Stockton-Modesto, CA",Top CDL Municipality,13,0.46%,13,0.37%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","Boise, ID",Top CDL Municipality,13,0.46%,13,0.37%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","Salt Lake City, UT",Top CDL Municipality,13,0.46%,13,0.37%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","Oklahoma City, OK",Top CDL Municipality,12,0.43%,13,0.37%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","Fargo-Valley City, ND",Top CDL Municipality,11,0.39%,11,0.31%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822","Minneapolis-St. Paul, MN",Top CDL Municipality,11,0.39%,11,0.31%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",AZ,Top CEL Province,2165,76.88%,2782,79.17%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",CA,Top CEL Province,98,3.48%,105,2.99%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",TX,Top CEL Province,57,2.02%,61,1.74%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",IL,Top CEL Province,39,1.38%,49,1.39%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",,Top CEL Province,36,1.28%,38,1.08%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",WA,Top CEL Province,34,1.21%,35,1.00%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",CO,Top CEL Province,29,1.03%,30,0.85%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",NM,Top CEL Province,24,0.85%,36,1.02%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",OK,Top CEL Province,18,0.64%,22,0.63%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",KS,Top CEL Province,18,0.64%,25,0.71%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",FL,Top CEL Province,17,0.60%,17,0.48%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",WI,Top CEL Province,17,0.60%,17,0.48%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",ID,Top CEL Province,16,0.57%,16,0.46%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",IN,Top CEL Province,16,0.57%,16,0.46%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",MN,Top CEL Province,15,0.53%,17,0.48%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",MO,Top CEL Province,14,0.50%,14,0.40%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",OH,Top CEL Province,14,0.50%,14,0.40%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",MI,Top CEL Province,14,0.50%,15,0.43%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",UT,Top CEL Province,12,0.43%,12,0.34%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",OR,Top CEL Province,12,0.43%,12,0.34%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",AZ,Top CDL Province,2231,79.23%,2853,81.19%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",CA,Top CDL Province,98,3.48%,104,2.96%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",TX,Top CDL Province,59,2.10%,63,1.79%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",IL,Top CDL Province,37,1.31%,37,1.05%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",WA,Top CDL Province,34,1.21%,35,1.00%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",,Top CDL Province,33,1.17%,35,1.00%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",CO,Top CDL Province,28,0.99%,29,0.83%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",NM,Top CDL Province,25,0.89%,37,1.05%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",WI,Top CDL Province,19,0.67%,20,0.57%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",IN,Top CDL Province,18,0.64%,19,0.54%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",KS,Top CDL Province,18,0.64%,25,0.71%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",ID,Top CDL Province,17,0.60%,17,0.48%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",OK,Top CDL Province,17,0.60%,18,0.51%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",MI,Top CDL Province,17,0.60%,18,0.51%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",OH,Top CDL Province,16,0.57%,16,0.46%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",MN,Top CDL Province,15,0.53%,17,0.48%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",FL,Top CDL Province,15,0.53%,15,0.43%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",MO,Top CDL Province,14,0.50%,14,0.40%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",UT,Top CDL Province,13,0.46%,13,0.37%
"Blue Nile Blue Nile Jewelry - Fashion Square, Scottsdale, AZ|11088822",OR,Top CDL Province,13,0.46%,13,0.37%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Total CEL,CEL Distance,697,"",1189,100.00%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Median distance traveled from CEL,CEL Distance,6.9703,"",,
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Lives within 1 mi,CEL Distance,17,2.44%,214,18.00%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Lives between 1 and 2 mi,CEL Distance,28,4.02%,35,2.94%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Lives between 2 and 3 mi,CEL Distance,39,5.60%,99,8.33%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Lives between 3 and 5 mi,CEL Distance,145,20.80%,212,17.83%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Lives between 5 and 10 mi,CEL Distance,227,32.57%,319,26.83%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Lives between 10 and 25 mi,CEL Distance,163,23.39%,229,19.26%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Lives between 25 and 50 mi,CEL Distance,44,6.31%,47,3.95%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Lives between 50 and 100 mi,CEL Distance,9,1.29%,9,0.76%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Lives >100 mi,CEL Distance,25,3.59%,25,2.10%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Total CDL,CDL Distance,729,"",1219,100.00%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Median distance traveled from CDL,CDL Distance,7.0675,"",,
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Works within 1 mi,CDL Distance,28,3.84%,278,22.81%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Works between 1 and 2 mi,CDL Distance,30,4.12%,37,3.04%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Works between 2 and 3 mi,CDL Distance,41,5.62%,81,6.64%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Works between 3 and 5 mi,CDL Distance,138,18.93%,183,15.01%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Works between 5 and 10 mi,CDL Distance,246,33.74%,323,26.50%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Works between 10 and 25 mi,CDL Distance,168,23.05%,236,19.36%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Works between 25 and 50 mi,CDL Distance,45,6.17%,48,3.94%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Works between 50 and 100 mi,CDL Distance,10,1.37%,10,0.82%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Works >100 mi,CDL Distance,23,3.16%,23,1.89%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",USA,Top CEL Country,696,99.86%,1188,99.92%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",PHL,Top CEL Country,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",USA,Top CDL Country,727,99.73%,1217,99.84%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",NPL,Top CDL Country,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",PHL,Top CDL Country,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340030425002,Top CEL Census,11,1.58%,20,1.68%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340030532022,Top CEL Census,6,0.86%,6,0.50%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340030292001,Top CEL Census,4,0.57%,4,0.34%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340030321041,Top CEL Census,4,0.57%,4,0.34%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340030031005,Top CEL Census,3,0.43%,3,0.25%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340311803022,Top CEL Census,3,0.43%,3,0.25%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340311814002,Top CEL Census,3,0.43%,9,0.76%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340311813001,Top CEL Census,3,0.43%,33,2.78%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340030140001,Top CEL Census,3,0.43%,3,0.25%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340311825011,Top CEL Census,3,0.43%,4,0.34%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340030202001,Top CEL Census,3,0.43%,3,0.25%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340030191032,Top CEL Census,3,0.43%,3,0.25%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340312641025,Top CEL Census,3,0.43%,20,1.68%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340030441004,Top CEL Census,3,0.43%,3,0.25%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340030521002,Top CEL Census,3,0.43%,3,0.25%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340311434021,Top CEL Census,3,0.43%,4,0.34%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340030413022,Top CEL Census,3,0.43%,22,1.85%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340311808001,Top CEL Census,2,0.29%,2,0.17%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340030050002,Top CEL Census,2,0.29%,2,0.17%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340030070011,Top CEL Census,2,0.29%,2,0.17%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340030425002,Top CDL Census,24,3.29%,174,14.27%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340030532022,Top CDL Census,7,0.96%,7,0.57%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340312641025,Top CDL Census,5,0.69%,23,1.89%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340030120013,Top CDL Census,4,0.55%,4,0.33%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340030292001,Top CDL Census,4,0.55%,4,0.33%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340030193031,Top CDL Census,3,0.41%,3,0.25%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340030032004,Top CDL Census,3,0.41%,3,0.25%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340030193051,Top CDL Census,3,0.41%,3,0.25%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340030424002,Top CDL Census,3,0.41%,8,0.66%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340030424003,Top CDL Census,3,0.41%,3,0.25%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340311803022,Top CDL Census,3,0.41%,3,0.25%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340311814002,Top CDL Census,3,0.41%,9,0.74%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340030392003,Top CDL Census,3,0.41%,3,0.25%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340030521004,Top CDL Census,3,0.41%,3,0.25%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340030552021,Top CDL Census,3,0.41%,3,0.25%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340170199002,Top CDL Census,3,0.41%,3,0.25%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340311825011,Top CDL Census,3,0.41%,4,0.33%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340030202001,Top CDL Census,3,0.41%,3,0.25%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340030321041,Top CDL Census,3,0.41%,3,0.25%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",340030461001,Top CDL Census,3,0.41%,3,0.25%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Paterson city,Top CEL Micro,44,6.31%,100,8.41%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Paramus borough,Top CEL Micro,26,3.73%,40,3.36%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Clifton city,Top CEL Micro,19,2.73%,19,1.60%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Manhattan borough,Top CEL Micro,18,2.58%,20,1.68%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Passaic city,Top CEL Micro,16,2.30%,16,1.35%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Fair Lawn borough,Top CEL Micro,16,2.30%,25,2.10%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Fort Lee borough,Top CEL Micro,15,2.15%,15,1.26%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Hawthorne borough,Top CEL Micro,14,2.01%,19,1.60%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Hackensack city,Top CEL Micro,14,2.01%,16,1.35%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Garfield city,Top CEL Micro,12,1.72%,12,1.01%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Mahwah township,Top CEL Micro,12,1.72%,13,1.09%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Clarkstown town,Top CEL Micro,11,1.58%,11,0.93%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Teaneck township,Top CEL Micro,11,1.58%,11,0.93%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Ridgewood village,Top CEL Micro,11,1.58%,11,0.93%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Bergenfield borough,Top CEL Micro,10,1.43%,11,0.93%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Wyckoff township,Top CEL Micro,10,1.43%,11,0.93%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Wayne township,Top CEL Micro,10,1.43%,10,0.84%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Queens borough,Top CEL Micro,9,1.29%,10,0.84%
