Polygon ID,Bucket,Type,Visitor Count,Visitor Percentage,Visit Count,Visit Percentage
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Franklin Lakes borough,Top CEL Micro,7,1.00%,10,0.84%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Palisades Park borough,Top CEL Micro,7,1.00%,26,2.19%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Englewood city,Top CEL Micro,7,1.00%,9,0.76%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Belleville township,Top CEL Micro,7,1.00%,9,0.76%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Oakland borough,Top CEL Micro,7,1.00%,8,0.67%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Hillsdale borough,Top CEL Micro,7,1.00%,7,0.59%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Nutley township,Top CEL Micro,7,1.00%,7,0.59%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Jersey City city,Top CEL Micro,7,1.00%,8,0.67%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Dumont borough,Top CEL Micro,7,1.00%,8,0.67%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Bronx borough,Top CEL Micro,7,1.00%,7,0.59%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Secaucus town,Top CEL Micro,6,0.86%,26,2.19%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Emerson borough,Top CEL Micro,6,0.86%,7,0.59%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Woodland Park borough,Top CEL Micro,6,0.86%,23,1.93%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Bloomfield township,Top CEL Micro,6,0.86%,6,0.50%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Little Ferry borough,Top CEL Micro,6,0.86%,6,0.50%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Lodi borough,Top CEL Micro,5,0.72%,9,0.76%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Rochelle Park township,Top CEL Micro,5,0.72%,199,16.74%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Pompton Lakes borough,Top CEL Micro,5,0.72%,5,0.42%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Newark city,Top CEL Micro,5,0.72%,5,0.42%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",South Hackensack township,Top CEL Micro,4,0.57%,7,0.59%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Hasbrouck Heights borough,Top CEL Micro,4,0.57%,4,0.34%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Hoboken city,Top CEL Micro,4,0.57%,4,0.34%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Ridgefield Park village,Top CEL Micro,4,0.57%,6,0.50%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Wood-Ridge borough,Top CEL Micro,4,0.57%,4,0.34%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Fairview borough,Top CEL Micro,4,0.57%,4,0.34%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Brooklyn borough,Top CEL Micro,4,0.57%,4,0.34%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Elizabeth city,Top CEL Micro,4,0.57%,6,0.50%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Union township,Top CEL Micro,4,0.57%,4,0.34%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",New Milford borough,Top CEL Micro,4,0.57%,5,0.42%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Wanaque borough,Top CEL Micro,4,0.57%,7,0.59%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Maywood borough,Top CEL Micro,4,0.57%,4,0.34%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Carlstadt borough,Top CEL Micro,4,0.57%,4,0.34%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Rutherford borough,Top CEL Micro,4,0.57%,4,0.34%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",River Vale township,Top CEL Micro,4,0.57%,4,0.34%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Wallington borough,Top CEL Micro,4,0.57%,5,0.42%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Little Falls township,Top CEL Micro,4,0.57%,10,0.84%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Glen Rock borough,Top CEL Micro,4,0.57%,4,0.34%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Cliffside Park borough,Top CEL Micro,4,0.57%,5,0.42%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Closter borough,Top CEL Micro,4,0.57%,4,0.34%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Haledon borough,Top CEL Micro,4,0.57%,4,0.34%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Montvale borough,Top CEL Micro,4,0.57%,4,0.34%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Tenafly borough,Top CEL Micro,3,0.43%,3,0.25%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",North Bergen township,Top CEL Micro,3,0.43%,3,0.25%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Ramapo town,Top CEL Micro,3,0.43%,3,0.25%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Orangetown town,Top CEL Micro,3,0.43%,4,0.34%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Cedar Grove township,Top CEL Micro,3,0.43%,3,0.25%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Warwick town,Top CEL Micro,3,0.43%,4,0.34%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Fairfield township,Top CEL Micro,3,0.43%,3,0.25%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",East Orange city,Top CEL Micro,3,0.43%,7,0.59%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Yonkers city,Top CEL Micro,3,0.43%,21,1.77%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Saddle River borough,Top CEL Micro,3,0.43%,3,0.25%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Monroe town,Top CEL Micro,3,0.43%,3,0.25%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",River Edge borough,Top CEL Micro,3,0.43%,37,3.11%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Staten Island borough,Top CEL Micro,3,0.43%,3,0.25%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Pequannock township,Top CEL Micro,2,0.29%,2,0.17%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",West Caldwell township,Top CEL Micro,2,0.29%,2,0.17%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",East Brunswick township,Top CEL Micro,2,0.29%,2,0.17%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Woodbridge township,Top CEL Micro,2,0.29%,2,0.17%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Ho-Ho-Kus borough,Top CEL Micro,2,0.29%,2,0.17%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Edgewater borough,Top CEL Micro,2,0.29%,3,0.25%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",North Haledon borough,Top CEL Micro,2,0.29%,2,0.17%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Metuchen borough,Top CEL Micro,2,0.29%,2,0.17%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Blooming Grove town,Top CEL Micro,2,0.29%,3,0.25%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Norwood borough,Top CEL Micro,2,0.29%,3,0.25%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Pittsburgh city,Top CEL Micro,2,0.29%,2,0.17%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Englewood Cliffs borough,Top CEL Micro,2,0.29%,2,0.17%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Edison township,Top CEL Micro,2,0.29%,2,0.17%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Demarest borough,Top CEL Micro,2,0.29%,2,0.17%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Perth Amboy city,Top CEL Micro,2,0.29%,3,0.25%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",South Orange Village township,Top CEL Micro,2,0.29%,2,0.17%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Verona township,Top CEL Micro,2,0.29%,4,0.34%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Chatham borough,Top CEL Micro,2,0.29%,2,0.17%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Marlboro township,Top CEL Micro,2,0.29%,2,0.17%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Parsippany-Troy Hills township,Top CEL Micro,2,0.29%,2,0.17%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Jefferson township,Top CEL Micro,2,0.29%,2,0.17%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Old Tappan borough,Top CEL Micro,2,0.29%,2,0.17%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Las Vegas CCD,Top CEL Micro,2,0.29%,2,0.17%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Newton town,Top CEL Micro,2,0.29%,2,0.17%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Kinnelon borough,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Fairfield town,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Hillside township,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Springfield township,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",South Westside CCD,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Dingman township,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Brookhaven town,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Neuse township,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Cornwall town,Top CEL Micro,1,0.14%,2,0.17%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",East Newark borough,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Eastchester town,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Weehawken township,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Woodcliff Lake borough,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Hempstead town,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Moonachie borough,Top CEL Micro,1,0.14%,25,2.10%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Prospect Park borough,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Cresskill borough,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Mission Hills city,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Waltham city,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Livingston township,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Lehman township,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Harrington Park borough,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Tewksbury township,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Dover town,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Smyrna CCD,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Catawba Springs township,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Montville township,Top CEL Micro,1,0.14%,4,0.34%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",New Brunswick city,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Boca Raton CCD,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Kenilworth borough,Top CEL Micro,1,0.14%,2,0.17%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Southeast town,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Milford borough,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Yorktown town,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Vernon township,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Rochester town,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Bloomingdale borough,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Scotch Plains township,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Tuxedo town,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Cranford township,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Washington township,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Lake Villa township,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Clark township,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Harrison town,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Oyster Bay town,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Minisink town,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Park Ridge borough,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Medford CCD,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Bayonne city,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Suwanee-Duluth CCD,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Mendham borough,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Lewiston city,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Kearny town,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Warren township,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Mount Vernon city,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Blythewood CCD,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Middletown township,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Florham Park borough,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Newburgh town,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Poughkeepsie town,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",San Jose CCD,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Irvington township,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",North Arlington borough,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Alpine borough,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Bogota borough,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Narragansett town,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Westfield town,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Bernards township,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",New Windsor town,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629","District 21, Berwyn",Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Northvale borough,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Marlborough town,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Denville township,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Bethel town,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Carteret borough,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Bridgewater township,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",RP060412002,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Totowa borough,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Haverstraw town,Top CEL Micro,1,0.14%,5,0.42%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Ewing township,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Oneonta city,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Stony Point town,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Bethlehem city,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Morris township,Top CEL Micro,1,0.14%,2,0.17%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Wilson borough,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Franklin borough,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Ann Arbor city,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",East Rutherford borough,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Mount Olive township,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Westwood borough,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Amherst town,Top CEL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Kinnelon borough,Top CDL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Fairfield town,Top CDL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Hillside township,Top CDL Micro,2,0.29%,2,0.17%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Bergenfield borough,Top CDL Micro,12,1.72%,13,1.09%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Secaucus town,Top CDL Micro,8,1.15%,30,2.52%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Pequannock township,Top CDL Micro,2,0.29%,2,0.17%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Springfield township,Top CDL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",West Caldwell township,Top CDL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",East Brunswick township,Top CDL Micro,2,0.29%,2,0.17%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Tenafly borough,Top CDL Micro,4,0.57%,4,0.34%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",South Westside CCD,Top CDL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Woodbridge township,Top CDL Micro,4,0.57%,4,0.34%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Alexandria city,Top CDL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",South Hackensack township,Top CDL Micro,4,0.57%,7,0.59%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Franklin Lakes borough,Top CDL Micro,8,1.15%,8,0.67%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Ho-Ho-Kus borough,Top CDL Micro,3,0.43%,3,0.25%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Dingman township,Top CDL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Hasbrouck Heights borough,Top CDL Micro,6,0.86%,6,0.50%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Brookhaven town,Top CDL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Neuse township,Top CDL Micro,1,0.14%,1,0.08%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Hoboken city,Top CDL Micro,3,0.43%,3,0.25%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Emerson borough,Top CDL Micro,4,0.57%,5,0.42%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Ridgefield borough,Top CDL Micro,3,0.43%,3,0.25%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",North Bergen township,Top CDL Micro,6,0.86%,6,0.50%
"Blue Nile Blue Nile Jewelry - Garden State Plaza, Paramus, NJ|11050629",Cornwall town,Top CDL Micro,1,0.14%,2,0.17%
